,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
58,58,1.0072740092873573,0.54375,0.4525728645888735,0.1873607635498047,0.625,0.55
59,59,0.9339919537305832,0.56875,0.4786564353468764,0.18078382015228273,0.625,0.55
60,60,0.9989027082920074,0.54375,0.48932570593963,0.1735004186630249,0.625,0.55
61,61,0.9934021010994911,0.58125,0.5140515350877193,0.17153635025024414,0.75,0.75
62,62,0.9924686700105667,0.575,0.5164434355966614,0.17455768585205078,0.75,0.75
63,63,0.9300036281347275,0.6,0.5297499999999999,0.17282016277313234,0.75,0.75
64,64,0.9720914587378502,0.58125,0.5289158158076719,0.18130595684051515,0.625,0.6410714285714285
65,65,0.93895573168993,0.59375,0.5705848363180592,0.170042085647583,0.75,0.75
66,66,0.9690167978405952,0.64375,0.6204778970363648,0.16309115886688233,0.875,0.8833333333333333
67,67,0.9316244274377823,0.625,0.6007591709602144,0.16462631225585939,0.875,0.8833333333333333
68,68,0.925453744828701,0.6,0.5509118975084322,0.17136020660400392,0.75,0.75
69,69,0.9070524424314499,0.6,0.557279900332226,0.16673355102539061,0.75,0.75
70,70,1.0225890204310417,0.6,0.5804741959810175,0.1645733594894409,0.75,0.75
71,71,0.8859006762504578,0.65625,0.63359375,0.15883026123046876,0.875,0.8833333333333333
72,72,0.9322816580533981,0.64375,0.6109576330532214,0.15608834028244017,0.875,0.8833333333333333
73,73,0.9070522859692574,0.6375,0.6181620538415004,0.14940810203552246,0.875,0.8833333333333333
74,74,0.8652921169996262,0.61875,0.5912869702867167,0.15350326299667358,0.875,0.8833333333333333
75,75,0.8402245417237282,0.66875,0.6527507678299631,0.14476377964019777,0.875,0.8833333333333333
76,76,0.8708322048187256,0.675,0.6629234572616926,0.13970330953598023,1.0,1.0
77,77,0.8336729109287262,0.65625,0.6397538975721992,0.13895565271377563,1.0,1.0
78,78,0.8176145479083061,0.68125,0.6574360334171381,0.14220659732818602,1.0,1.0
79,79,0.8275967538356781,0.6625,0.6475560179908825,0.1331844687461853,1.0,1.0
80,80,0.7543200850486755,0.71875,0.7127783439503261,0.12384846210479736,1.0,1.0
81,81,0.7695426121354103,0.71875,0.7131131228179275,0.12118024826049804,1.0,1.0
82,82,0.8485608249902725,0.64375,0.6307505474922708,0.11533291339874267,1.0,1.0
83,83,0.7393879145383835,0.71875,0.7111494755244754,0.12092585563659668,1.0,1.0
84,84,0.8506238013505936,0.6625,0.632093711743102,0.1170426368713379,1.0,1.0
85,85,0.8157033696770668,0.675,0.6623766249615795,0.10973730087280273,1.0,1.0
86,86,0.8122434020042419,0.7,0.6808041042200266,0.10179378986358642,1.0,1.0
87,87,0.7784037441015244,0.73125,0.7248593073593073,0.10698566436767579,1.0,1.0
88,88,0.7656914591789246,0.75625,0.7471857160585753,0.10348103046417237,1.0,1.0
89,89,0.6929587759077549,0.78125,0.7727390909069873,0.09838181734085083,1.0,1.0
90,90,0.6727882362902164,0.775,0.767078326244888,0.0912828803062439,1.0,1.0
91,91,0.7597743794322014,0.73125,0.7148281201434993,0.08839387893676758,1.0,1.0
92,92,0.673792764544487,0.80625,0.8046892516590425,0.08586947917938233,1.0,1.0
93,93,0.70103969424963,0.7625,0.750378742916714,0.08229308128356934,1.0,1.0
94,94,0.7119269147515297,0.73125,0.7174617713702275,0.08062896728515626,1.0,1.0
95,95,0.6674220524728298,0.7875,0.7707258431383879,0.08271886706352234,1.0,1.0
96,96,0.5953152738511562,0.8125,0.8072935649848135,0.08048688173294068,1.0,1.0
97,97,0.6819946616888046,0.75625,0.7517674642099681,0.07049647569656373,1.0,1.0
98,98,0.5880550034344196,0.825,0.823552087093281,0.06453886032104492,1.0,1.0
99,99,0.6321644298732281,0.76875,0.749049106185788,0.0627482295036316,1.0,1.0
100,100,0.6405755542218685,0.79375,0.784380787930236,0.06687990427017212,1.0,1.0
101,101,0.6302879713475704,0.75625,0.7504527791331601,0.06733567714691162,1.0,1.0
102,102,0.5573028102517128,0.8125,0.8092247097844112,0.06215790510177612,1.0,1.0
103,103,0.6310805454850197,0.7875,0.7776276694332789,0.05628821849822998,1.0,1.0
104,104,0.5887893438339233,0.81875,0.8008164787798409,0.05121028423309326,1.0,1.0
105,105,0.5988368578255177,0.79375,0.7903938436329588,0.053386396169662474,1.0,1.0
106,106,0.4952651523053646,0.84375,0.840752032520325,0.05478914976119995,1.0,1.0
107,107,0.5847057141363621,0.80625,0.7998083458849883,0.04816156625747681,1.0,1.0
108,108,0.5087617635726929,0.825,0.8191549003322258,0.04634266495704651,1.0,1.0
109,109,0.5562139488756657,0.80625,0.8026088917339612,0.04545600414276123,1.0,1.0
110,110,0.4912340119481087,0.8125,0.8102229179073204,0.04528021514415741,1.0,1.0
111,111,0.4969840459525585,0.825,0.8175375885432186,0.04508980810642242,1.0,1.0
112,112,0.47667426615953445,0.84375,0.8296939124487004,0.04311085641384125,1.0,1.0
113,113,0.5437668934464455,0.78125,0.770978176972592,0.040843847393989566,1.0,1.0
114,114,0.5453975051641464,0.8125,0.8065972222222222,0.03875306248664856,1.0,1.0
115,115,0.557830560952425,0.76875,0.7556730052501945,0.04433131217956543,1.0,1.0
116,116,0.5192736275494099,0.8125,0.8048305164140576,0.04261411428451538,1.0,1.0
117,117,0.5520585030317307,0.7875,0.7786217155649817,0.04029031395912171,1.0,1.0
118,118,0.48702774569392204,0.81875,0.8064156405832723,0.03840997517108917,1.0,1.0
119,119,0.42192463763058186,0.8625,0.860303640713389,0.035121691226959226,1.0,1.0
120,120,0.4147172849625349,0.8625,0.8602185174376187,0.034040459990501405,1.0,1.0
121,121,0.49647995829582214,0.83125,0.8224365364167994,0.03543133735656738,1.0,1.0
122,122,0.47909543476998806,0.83125,0.8205111190817791,0.03751742243766785,1.0,1.0
123,123,0.5044809989631176,0.8,0.7905263865050883,0.03748317360877991,1.0,1.0
124,124,0.40504500828683376,0.86875,0.8655919661733614,0.03281978368759155,1.0,1.0
125,125,0.4080984517931938,0.85,0.8467650587237202,0.029290154576301575,1.0,1.0
126,126,0.46390342339873314,0.85625,0.849031921742051,0.028399074077606203,1.0,1.0
127,127,0.49485354498028755,0.8625,0.8553026028394612,0.028462541103363038,1.0,1.0
128,128,0.4852835386991501,0.84375,0.824686042557326,0.02801430821418762,1.0,1.0
129,129,0.460210956633091,0.8375,0.8317290940766549,0.02680201530456543,1.0,1.0
130,130,0.4464430846273899,0.83125,0.8239642857142856,0.028813648223876952,1.0,1.0
131,131,0.5066572390496731,0.8125,0.8073276817902467,0.028275293111801148,1.0,1.0
132,132,0.47353423200547695,0.8375,0.8326010144492489,0.02722572982311249,1.0,1.0
133,133,0.4560534656047821,0.81875,0.8140796086166178,0.02577100694179535,1.0,1.0
134,134,0.4851395860314369,0.81875,0.8090613220717575,0.027613061666488647,1.0,1.0
135,135,0.501435175538063,0.81875,0.8112325817194097,0.02730330228805542,1.0,1.0
136,136,0.3660341762006283,0.8875,0.8835239574979952,0.02580052614212036,1.0,1.0
137,137,0.3126659970730543,0.9125,0.9054994116688142,0.02576977014541626,1.0,1.0
138,138,0.4530025105923414,0.85,0.8489324534161492,0.024628634750843047,1.0,1.0
139,139,0.3534867446869612,0.88125,0.8791364957716702,0.023389145731925964,1.0,1.0
140,140,0.3327349815517664,0.90625,0.9053852028586601,0.020948712527751923,1.0,1.0
141,141,0.38573154248297215,0.86875,0.8531104155633521,0.020805296301841737,1.0,1.0
142,142,0.42468806728720665,0.84375,0.8383981219240413,0.021999390423297883,1.0,1.0
143,143,0.3886063154786825,0.86875,0.8671698872785829,0.023252901434898377,1.0,1.0
144,144,0.3558032475411892,0.875,0.8682860489647728,0.021479001641273497,1.0,1.0
145,145,0.4146331138908863,0.8625,0.8544237012987013,0.018452250957489015,1.0,1.0
146,146,0.4128611870110035,0.8625,0.8519671348531382,0.01862136572599411,1.0,1.0
147,147,0.4114657863974571,0.825,0.8124259428651843,0.020382213592529296,1.0,1.0
148,148,0.30954547226428986,0.89375,0.8903504701008955,0.019191658496856688,1.0,1.0
149,149,0.3318003863096237,0.84375,0.8394521718965601,0.01915271282196045,1.0,1.0
150,150,0.42904640175402164,0.85,0.839473951973952,0.01962936222553253,1.0,1.0
151,151,0.3667270503938198,0.875,0.8696376064459462,0.01839059740304947,1.0,1.0
152,152,0.34340380132198334,0.875,0.8746398588963145,0.01868450790643692,1.0,1.0
153,153,0.3546275608241558,0.88125,0.8741972908913697,0.01918104887008667,1.0,1.0
154,154,0.30809679813683033,0.8875,0.8843162639048714,0.018297049403190612,1.0,1.0
155,155,0.40013688802719116,0.85,0.8437702510598847,0.016703331470489503,1.0,1.0
156,156,0.32069859839975834,0.89375,0.8888245108556585,0.015499170124530792,1.0,1.0
157,157,0.3526956383138895,0.88125,0.8782202182876444,0.015483438968658447,1.0,1.0
158,158,0.3580663986504078,0.86875,0.8658183792856613,0.015863397717475893,1.0,1.0
159,159,0.40035155043005943,0.8625,0.8603646934460889,0.015624114871025085,1.0,1.0
160,160,0.35751613043248653,0.8375,0.8358774038461538,0.015233349800109864,1.0,1.0
161,161,0.3809538073837757,0.85,0.8347432211087072,0.014251446723937989,1.0,1.0
162,162,0.36502551659941673,0.8625,0.8575153528641902,0.013941799104213715,1.0,1.0
163,163,0.36485578306019306,0.84375,0.8401448540435664,0.014211773872375488,1.0,1.0
164,164,0.2950192764401436,0.925,0.9222879651697031,0.01557222306728363,1.0,1.0
165,165,0.36025654897093773,0.85625,0.8425743967034455,0.01553574800491333,1.0,1.0
166,166,0.2888949904590845,0.9,0.8998454165367882,0.014118969440460205,1.0,1.0
167,167,0.26117515191435814,0.925,0.9222201225740554,0.012543344497680664,1.0,1.0
168,168,0.33191172406077385,0.89375,0.8812932927900666,0.011727096885442734,1.0,1.0
169,169,0.34941740334033966,0.8625,0.8579678829395222,0.01166507750749588,1.0,1.0
170,170,0.29362327978014946,0.9,0.896435215832262,0.011805132031440735,1.0,1.0
171,171,0.38850831240415573,0.875,0.8653666412665256,0.011752507090568543,1.0,1.0
172,172,0.3278594873845577,0.88125,0.875301079688151,0.012338459491729736,1.0,1.0
173,173,0.3582338020205498,0.86875,0.8667078479990774,0.011658905446529389,1.0,1.0
174,174,0.3147428333759308,0.875,0.8608665775740325,0.01107713282108307,1.0,1.0
175,175,0.3438568841665983,0.85625,0.8494595864661653,0.011613651365041732,1.0,1.0
176,176,0.2635731026530266,0.875,0.871093853837324,0.012038501352071762,1.0,1.0
177,177,0.2621642863377929,0.925,0.921059384164223,0.01155371442437172,1.0,1.0
178,178,0.2746895616874099,0.9125,0.9096808967836839,0.010081778466701507,1.0,1.0
179,179,0.2890442721545696,0.90625,0.9049665200101448,0.00903894156217575,1.0,1.0
180,180,0.22133423015475273,0.9375,0.9358844694475852,0.00906950980424881,1.0,1.0
181,181,0.25826279539614916,0.93125,0.9302727729856303,0.008641374111175538,1.0,1.0
182,182,0.2717780973762274,0.8875,0.884602336919527,0.008420681953430176,1.0,1.0
183,183,0.2750292643904686,0.9,0.8958308823529413,0.0090503990650177,1.0,1.0
184,184,0.25528309494256973,0.9125,0.9111306492109039,0.009208491444587708,1.0,1.0
185,185,0.27227677777409554,0.90625,0.9054279181184668,0.008288568258285523,1.0,1.0
186,186,0.3040597680956125,0.88125,0.8725003109066035,0.00767054408788681,1.0,1.0
187,187,0.3242289647459984,0.875,0.8740669179729572,0.008024565875530243,1.0,1.0
188,188,0.2962188757956028,0.88125,0.878095327336332,0.009987524151802063,1.0,1.0
189,189,0.3376543838530779,0.875,0.8728721200581454,0.011224070936441422,1.0,1.0
190,190,0.2688107518479228,0.91875,0.9174619543454904,0.009743347018957137,1.0,1.0
191,191,0.24529383517801762,0.925,0.9235794298294298,0.007900401949882507,1.0,1.0
192,192,0.2842698423191905,0.875,0.8655260962945972,0.007089881598949433,1.0,1.0
193,193,0.2667376231402159,0.9,0.89483908045977,0.0070030495524406435,1.0,1.0
194,194,0.25206299871206284,0.90625,0.9043961143790981,0.007204000651836395,1.0,1.0
195,195,0.2528606252744794,0.9125,0.9101412796863055,0.007249651104211807,1.0,1.0
196,196,0.23887666407972574,0.9125,0.9119564454691259,0.0066074907779693605,1.0,1.0
197,197,0.2838591346517205,0.89375,0.8884512990642903,0.0062684260308742525,1.0,1.0
198,198,0.20740071218460798,0.93125,0.928775080706375,0.006111890822649002,1.0,1.0
199,199,0.26329484581947327,0.88125,0.8779643644747394,0.005824630707502365,1.0,1.0
200,200,0.26016635075211525,0.8875,0.8840135342185904,0.005676164850592613,1.0,1.0
201,201,0.23302902560681105,0.9125,0.9101050586818564,0.005743967741727829,1.0,1.0
202,202,0.2158863851800561,0.9375,0.9304645912697497,0.005839386582374572,1.0,1.0
203,203,0.24650123063474894,0.90625,0.9052076508009467,0.005959068983793258,1.0,1.0
204,204,0.22949077561497688,0.90625,0.9028372326203209,0.006067819148302078,1.0,1.0
205,205,0.30097896652296185,0.8625,0.8551529797312183,0.005391670763492585,1.0,1.0
206,206,0.2140420340001583,0.925,0.9253183831672201,0.004897015541791916,1.0,1.0
207,207,0.26116003654897213,0.90625,0.9037888553825735,0.00470748171210289,1.0,1.0
208,208,0.2643248438835144,0.8875,0.8838580083718879,0.005005142092704773,1.0,1.0
209,209,0.28894101548939943,0.8875,0.8800114329268294,0.005206944793462754,1.0,1.0
210,210,0.2902348656207323,0.84375,0.8415931972163463,0.005443140119314194,1.0,1.0
211,211,0.1870560571551323,0.94375,0.9433052099857149,0.005071562528610229,1.0,1.0
212,212,0.2325118649750948,0.9125,0.90940164369035,0.004667549580335617,1.0,1.0
213,213,0.25026931148022413,0.8875,0.8766326874879506,0.0044622071087360386,1.0,1.0
214,214,0.2908893348649144,0.90625,0.9069088203463205,0.004600619152188301,1.0,1.0
215,215,0.24034949764609337,0.93125,0.930779572297781,0.004650620371103286,1.0,1.0
216,216,0.23190043680369854,0.90625,0.9036406949392528,0.004650480300188065,1.0,1.0
217,217,0.23154511861503124,0.9125,0.9102710733402442,0.00433887280523777,1.0,1.0
218,218,0.2341691218316555,0.9125,0.9123393502128687,0.004315531253814698,1.0,1.0
219,219,0.24370829109102488,0.8875,0.8859481853561408,0.0045228064060211185,1.0,1.0
220,220,0.22764239832758904,0.9125,0.9117323263392411,0.0043208785355091095,1.0,1.0
221,221,0.2293162103742361,0.9,0.8925426136363637,0.004330798238515854,1.0,1.0
222,222,0.2049040701240301,0.9125,0.9120545694171032,0.004348551854491234,1.0,1.0
223,223,0.2658206159248948,0.8875,0.8857950637325638,0.0038361363112926483,1.0,1.0
224,224,0.2113046757876873,0.90625,0.9062985538798618,0.0037874341011047362,1.0,1.0
225,225,0.2215367602184415,0.90625,0.9043925104269933,0.004122476279735565,1.0,1.0
226,226,0.1952794841490686,0.9375,0.9347379441356134,0.00413583405315876,1.0,1.0
227,227,0.27893577702343464,0.875,0.8740756818849679,0.004094654321670532,1.0,1.0
228,228,0.21512347552925348,0.9125,0.9114799628474743,0.004301100224256516,1.0,1.0
229,229,0.1765941958874464,0.95,0.9494933429250023,0.003861755132675171,1.0,1.0
230,230,0.21381743531674147,0.925,0.9245027333894027,0.003634823113679886,1.0,1.0
231,231,0.19620046578347683,0.90625,0.9037984659116839,0.0036304522305727004,1.0,1.0
232,232,0.16605424461886287,0.9375,0.933400729819863,0.003669700771570206,1.0,1.0
233,233,0.14745083265006542,0.95,0.9505322989851679,0.0033123619854450227,1.0,1.0
234,234,0.2556331674568355,0.8625,0.8617372137151935,0.0031742412596940995,1.0,1.0
235,235,0.17137319780886173,0.95,0.949404356235034,0.003285166248679161,1.0,1.0
236,236,0.17647397425025702,0.93125,0.9286269286269286,0.003431978076696396,1.0,1.0
237,237,0.1471785632893443,0.95,0.9500066067653277,0.0032078776508569717,1.0,1.0
238,238,0.1975678764283657,0.925,0.9245054822213896,0.002997476980090141,1.0,1.0
239,239,0.18041001074016094,0.93125,0.9300454747876131,0.0028723783791065214,1.0,1.0
240,240,0.17388845374807715,0.9375,0.9381314856565931,0.002829517237842083,1.0,1.0
241,241,0.20583932101726532,0.90625,0.904588257358457,0.003036917559802532,1.0,1.0
242,242,0.1633235984481871,0.9375,0.9374844193949979,0.003099123202264309,1.0,1.0
243,243,0.19245080184191465,0.925,0.924636736214605,0.003058462031185627,1.0,1.0
244,244,0.185971035156399,0.93125,0.9304755283648498,0.002922000363469124,1.0,1.0
245,245,0.17245080042630434,0.94375,0.9420828356426181,0.002805259823799133,1.0,1.0
246,246,0.17537141125649214,0.94375,0.9411851257356874,0.0030621115118265154,1.0,1.0
247,247,0.22816159017384052,0.91875,0.9193981409040232,0.003226609155535698,1.0,1.0
248,248,0.15188256232067943,0.95625,0.9564918851435704,0.002933509461581707,1.0,1.0
249,249,0.14108539652079344,0.94375,0.9420489725186044,0.0026129882782697676,1.0,1.0
250,250,0.14343481184914708,0.95,0.9504049069122598,0.0024626251310110093,1.0,1.0
251,251,0.19782599713653326,0.9375,0.9375274009474591,0.002629554457962513,1.0,1.0
252,252,0.16871390212327242,0.9375,0.9377287868522624,0.0027600347995758055,1.0,1.0
253,253,0.20969347562640905,0.925,0.9244975935487985,0.0028856812044978143,1.0,1.0
254,254,0.12313802354037762,0.9625,0.9621890417384489,0.0027821335941553118,1.0,1.0
255,255,0.156213304027915,0.95,0.9492394327030033,0.0027880050241947175,1.0,1.0
256,256,0.17541159316897392,0.93125,0.9318795752653595,0.002784544602036476,1.0,1.0
257,257,0.2033067299053073,0.91875,0.9173705309019043,0.0027391551062464713,1.0,1.0
258,258,0.17706543486565351,0.94375,0.9441192299334709,0.002699223905801773,1.0,1.0
259,259,0.19545074738562107,0.925,0.9235025863250206,0.0026607485488057137,1.0,1.0
260,260,0.17736206483095884,0.925,0.9240522869089445,0.0026668945327401163,1.0,1.0
261,261,0.18215673696249723,0.91875,0.9166132956469406,0.002733154408633709,1.0,1.0
262,262,0.18775151297450066,0.93125,0.9330498777133327,0.002659673057496548,1.0,1.0
263,263,0.1496456926688552,0.95,0.9506582006252057,0.0025019701570272446,1.0,1.0
264,264,0.12600871035829186,0.9625,0.9625422993419729,0.0024232503026723863,1.0,1.0
265,265,0.17624613549560308,0.95,0.9500074947885382,0.0027365310117602347,1.0,1.0
266,266,0.1794670233502984,0.9375,0.9366375748235505,0.002839019149541855,1.0,1.0
267,267,0.1449321205727756,0.95625,0.9557967032967033,0.00255900751799345,1.0,1.0
268,268,0.1468033124692738,0.96875,0.968452479338843,0.0023625921458005905,1.0,1.0
269,269,0.14492773730307817,0.94375,0.9423686676358585,0.002424037456512451,1.0,1.0
270,270,0.12132067792117596,0.975,0.974951219512195,0.002482897974550724,1.0,1.0
271,271,0.13938071858137846,0.975,0.975,0.002609645575284958,1.0,1.0
272,272,0.11957664135843515,0.95,0.950687599501405,0.0023705439642071726,1.0,1.0
273,273,0.20812142547219992,0.90625,0.9066379665001468,0.0023924214765429497,1.0,1.0
274,274,0.17512599471956491,0.9375,0.9387704818993697,0.002501584216952324,1.0,1.0
275,275,0.1333497315645218,0.9375,0.9385918730579567,0.0026668064296245576,1.0,1.0
276,276,0.14684713259339333,0.95625,0.9573275862068964,0.0025013431906700133,1.0,1.0
277,277,0.1937427930533886,0.9125,0.9100323457030776,0.0025076469406485557,1.0,1.0
278,278,0.157309727743268,0.9375,0.9361796093690746,0.0027655048295855524,1.0,1.0
279,279,0.12758626602590084,0.95,0.9499347323198943,0.002467796020209789,1.0,1.0
280,280,0.16647899895906448,0.9125,0.9136980178779636,0.0023190630599856377,1.0,1.0
281,281,0.14674304611980915,0.95625,0.9567402025481293,0.0021722009405493736,1.0,1.0
282,282,0.14824214298278093,0.94375,0.942161003366712,0.0022871877998113634,1.0,1.0
283,283,0.12033126736059785,0.96875,0.9693692704354469,0.0020616762340068817,1.0,1.0
284,284,0.1535848192870617,0.95,0.9495634700665189,0.0020261188969016076,1.0,1.0
285,285,0.15074654202908278,0.925,0.9248500599760096,0.0022311465814709663,1.0,1.0
286,286,0.14488335652276874,0.95,0.9502313117736504,0.002552676759660244,1.0,1.0
287,287,0.15255574230104685,0.93125,0.9306612699747687,0.002746748551726341,1.0,1.0
288,288,0.11236958904191852,0.9625,0.9641067087992221,0.002743258699774742,1.0,1.0
289,289,0.1375928884372115,0.95,0.9522296369444405,0.00252663716673851,1.0,1.0
290,290,0.12140245642513037,0.96875,0.9690326561065197,0.00222695991396904,1.0,1.0
291,291,0.12178319366648793,0.95625,0.954925117607641,0.0021223412826657296,1.0,1.0
292,292,0.14141680765897036,0.95625,0.9578510436432637,0.002227047085762024,1.0,1.0
293,293,0.1148527970071882,0.95625,0.9562145275316141,0.0022285809740424157,1.0,1.0
294,294,0.1021810588426888,0.975,0.975,0.002039903961122036,1.0,1.0
295,295,0.12564160209149122,0.94375,0.9452980373234746,0.0017485560849308968,1.0,1.0
296,296,0.10725232539698482,0.9625,0.9625,0.0015343602746725083,1.0,1.0
297,297,0.12000401178374887,0.95,0.947189525720737,0.0016663720831274985,1.0,1.0
298,298,0.09910588967613876,0.96875,0.9689358194312463,0.0018222510814666748,1.0,1.0
299,299,0.09400788135826588,0.975,0.9751599174152421,0.0019447561353445053,1.0,1.0
300,300,0.15227839723229408,0.93125,0.9340739202657806,0.0020748887211084364,1.0,1.0
301,301,0.08239655802026391,0.98125,0.9815648873185638,0.0019964145496487616,1.0,1.0
302,302,0.14056904893368483,0.95625,0.9565074327993484,0.002258221246302128,1.0,1.0
303,303,0.10726808570325375,0.98125,0.980900826446281,0.002612260542809963,1.0,1.0
304,304,0.16745868744328618,0.93125,0.9317275747508305,0.0024988409131765366,1.0,1.0
305,305,0.18699593469500542,0.91875,0.9188971825063078,0.0025012586265802383,1.0,1.0
306,306,0.12548062670975924,0.94375,0.9431153846153848,0.002146703191101551,1.0,1.0
307,307,0.09079181868582964,0.9875,0.9875,0.001873866654932499,1.0,1.0
308,308,0.10008644196204841,0.975,0.9749500199920031,0.0018729938194155693,1.0,1.0
309,309,0.11991100525483489,0.96875,0.9692032406513535,0.0018598483875393867,1.0,1.0
310,310,0.1207753443159163,0.96875,0.9693563459866705,0.001811167225241661,1.0,1.0
311,311,0.11072664125822484,0.94375,0.9452593432911074,0.001925208792090416,1.0,1.0
312,312,0.13154564052820206,0.95,0.9508779719496804,0.0018695669248700141,1.0,1.0
