,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1
0,1.6058691293001175,0.08125,0.012210982658959538,0.31467881202697756,0.0,0.0
1,1.4802920371294022,0.08125,0.012574404761904762,0.28999693393707277,0.0,0.0
2,1.408240482211113,0.18125,0.14939737780418955,0.2724133491516113,0.125,0.027777777777777776
3,1.3469880372285843,0.35625,0.20528946002076842,0.26098108291625977,0.125,0.027777777777777776
4,1.3207558393478394,0.375,0.20454545454545453,0.25388524532318113,0.125,0.027777777777777776
5,1.303063839673996,0.375,0.20454545454545453,0.24875936508178711,0.125,0.027777777777777776
6,1.2912181913852692,0.375,0.20454545454545453,0.24570364952087403,0.125,0.027777777777777776
7,1.287026047706604,0.375,0.20454545454545453,0.24348506927490235,0.125,0.027777777777777776
8,1.2765020728111267,0.375,0.20454545454545453,0.2431290864944458,0.125,0.027777777777777776
9,1.283749207854271,0.375,0.20454545454545453,0.24273595809936524,0.125,0.027777777777777776
10,1.2739650458097458,0.375,0.20454545454545453,0.24252820014953613,0.125,0.027777777777777776
11,1.27419213950634,0.375,0.20454545454545453,0.2425161123275757,0.125,0.027777777777777776
12,1.2891200631856918,0.375,0.20454545454545453,0.24334869384765626,0.125,0.027777777777777776
13,1.2837480753660202,0.375,0.20454545454545453,0.24416375160217285,0.125,0.027777777777777776
14,1.2791859954595566,0.375,0.20454545454545453,0.24459073543548585,0.125,0.027777777777777776
15,1.2724289447069168,0.375,0.20454545454545453,0.2448870897293091,0.125,0.027777777777777776
16,1.272346630692482,0.375,0.20454545454545453,0.24499683380126952,0.125,0.027777777777777776
17,1.279415562748909,0.375,0.20454545454545453,0.24523940086364746,0.125,0.027777777777777776
18,1.2782015800476074,0.375,0.20454545454545453,0.24600517749786377,0.125,0.027777777777777776
19,1.2743612080812454,0.375,0.20454545454545453,0.24660141468048097,0.125,0.027777777777777776
20,1.2758849561214447,0.375,0.20454545454545453,0.24692294597625733,0.125,0.027777777777777776
21,1.2725405246019363,0.375,0.20454545454545453,0.2470031499862671,0.125,0.027777777777777776
22,1.278535008430481,0.375,0.20454545454545453,0.24709055423736573,0.125,0.027777777777777776
23,1.2731588184833527,0.375,0.20454545454545453,0.24749858379364015,0.125,0.027777777777777776
24,1.2838737666606903,0.375,0.20454545454545453,0.24740257263183593,0.125,0.027777777777777776
25,1.2679951041936874,0.375,0.20454545454545453,0.2478848934173584,0.125,0.027777777777777776
26,1.2830511033535004,0.375,0.20454545454545453,0.24889078140258789,0.125,0.027777777777777776
27,1.2744372487068176,0.375,0.20454545454545453,0.2488996982574463,0.125,0.027777777777777776
28,1.2671792209148407,0.375,0.20454545454545453,0.2491013526916504,0.125,0.027777777777777776
29,1.2709169387817383,0.375,0.20454545454545453,0.2490635871887207,0.125,0.027777777777777776
30,1.26581771671772,0.375,0.20454545454545453,0.24899005889892578,0.125,0.027777777777777776
31,1.273416355252266,0.375,0.20454545454545453,0.24920239448547363,0.125,0.027777777777777776
32,1.2610293477773666,0.375,0.20454545454545453,0.2492521286010742,0.125,0.027777777777777776
